1700245819.3807738,6
1700245881.403779,8
1700245893.206439,9
1700246042.0716858,11
1700246098.7094269,12
1700246170.763245,13
1700246386.5364978,7
1700246553.4003258,6
1700246829.8400471,5
1700246850.5710201,7
1700247541.690945,23
1700247587.577717,24
1700247675.5345678,26
1700247830.698637,15
1700247925.834829,15
1700247927.3069718,15
1700247927.774942,15
1700247967.02956,9
1700247992.329885,9
1700248046.573341,7
1700248198.7560441,6
